name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
Redtooth Vanguard,2b8abf3a-262e-492d-8ee5-5f33e09cc679,,,"arena, mtgo, paper",default,black,,G,,G,,,21236,,,,,,"nonfoil, foil",,"""I'm just as deadly during the day.""",,2015,,,,True,True,,,,,,,,,,,,,,Trample,English,normal,,,,{1}{G},2,,,"Trample\nWhenever an enchantment enters the battlefield under your control, you may pay {2}. If you do, return Redtooth Vanguard from your graveyard to your hand.",Creature â€” Elf Warrior,,3,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Elf, Warrior",,"Trample\nWhenever an enchantment enters the battlefield under your control, you may pay {2}. If you do, return Redtooth Vanguard from your graveyard to your hand.",1,Creature â€” Elf Warrior,Creature,aa1769ac-7e79-5db6-9ac5-8780205ea0f7,,
Return from the Wilds,6e76edce-99a8-4f87-95d0-e316c378fa8b,,,"arena, mtgo, paper",default,black,,G,,G,,,9310,0.03,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Food,English,normal,,,,{2}{G},3,,,"Choose two â€”\nâ€¢ Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.\nâ€¢ Create a 1/1 white Human creature token.\nâ€¢ Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 ",Sorcery,,,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"Choose two â€”\nâ€¢ Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.\nâ€¢ Create a 1/1 white Human creature token.\nâ€¢ Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 ",,Sorcery,Sorcery,68dc84af-8f5c-541e-82db-00ada25a0943,,
Rootrider Faun,a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d,,,"arena, mtgo, paper",default,black,,G,,G,,,14887,0.04,,,,,"nonfoil, foil",,"""Human feet aren't inferior to hooves for climbing. It's their plodding, mistrustful personalities that hold them back.""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,"{T}: Add {G}.\n{1}, {T}: Add one mana of any color.",Creature â€” Satyr Scout,,1,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Satyr, Scout",,"{T}: Add {G}.\n{1}, {T}: Add one mana of any color.",3,Creature â€” Satyr Scout,Creature,112025db-dec3-557d-8054-f346ae95cee9,,
Royal Treatment,6e76edce-99a8-4f87-95d0-e316c378fa8b,,,"arena, mtgo, paper",default,black,,G,,G,,,8365,,,,,,"nonfoil, foil",,"""Stay your blades, peasants.""",,2015,,,,True,True,,,,,,,,,,,,,,Role token,English,normal,,,,{G},1,,,"Target creature you control gains hexproof until end of turn. Create a Royal Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ward {1}.)",Instant,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"Target creature you control gains hexproof until end of turn. Create a Royal Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ward {1}.)",,Instant,Instant,1a0d8560-021d-5213-a4b9-ffff114607da,,
Skybeast Tracker,e2f13a9a-57c5-40de-81d4-3b0723899cdf,,,"arena, mtgo, paper",default,black,,G,,G,,,18541,0.14,,,,,"nonfoil, foil",,"Cloud eaters, heaven tillers, beanstalk wurmsâ€”he favors prey worthy of a giant's appetite.",,2015,,,,True,True,,,,,,,,,,,,,,"Food, Reach",English,normal,,,,{3}{G},4,,,"Reach\nWhenever you cast a spell with mana value 5 or greater, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Creature â€” Giant Archer,,2,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Giant, Archer",,"Reach\nWhenever you cast a spell with mana value 5 or greater, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",4,Creature â€” Giant Archer,Creature,50aaf7b1-e52d-5bd2-b795-cde0f09ee22b,,
Spider Food,81c5ec23-220b-4efa-b7df-9e49dd371e8d,,,"arena, mtgo, paper",default,black,,G,,G,,,9890,0.05,,,,,"nonfoil, foil",,"To the giant spiders of Dunbarrow, there's little difference between fly and faerie.",,2015,,,,True,True,,,,,,,,,,,,,,Food,English,normal,,,,{2}{G},3,,,"Destroy up to one target artifact, enchantment, or creature with flying. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Sorcery,,,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"Destroy up to one target artifact, enchantment, or creature with flying. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,Sorcery,Sorcery,65c19016-ca91-5e0d-9552-fe0022f61d8b,,
Stormkeld Vanguard // Bear Down,b701136e-c578-4a48-9383-1c2a5381ecb2,,,"arena, mtgo, paper",default,black,,G,,G,,,8698,,6,,6,Stormkeld Vanguard,"nonfoil, foil",,He rides like thunder and strikes like lightning.,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{4}{G}{G},6,,,Stormkeld Vanguard can't be blocked by creatures with power 2 or less.,Creature â€” Giant Warrior,8754f01b-8b1f-5a8a-a566-5b9cadb7d6d5,6,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Giant, Warrior",,Stormkeld Vanguard can't be blocked by creatures with power 2 or less.,7,Creature â€” Giant Warrior,Creature,ed4a0fc3-840d-59b1-895a-5618a6f47ad2,,
Tanglespan Lookout,9872f5c0-274a-48ce-a9ad-6f0d5654e29c,,,"arena, mtgo, paper",default,black,,G,,G,,,8452,0.17,,,,,"nonfoil, foil",,"""The trolls have your scent, traveler. Hurry on, and let me take care of them.""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{G},3,,,"Whenever an Aura enters the battlefield under your control, draw a card.",Creature â€” Satyr,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""63462fa8-3fe9-5f0b-a2e7-cea857c514b0"", ""86ab9007-922a-5f13-8ffa-aaa8b77",,Satyr,,"Whenever an Aura enters the battlefield under your control, draw a card.",3,Creature â€” Satyr,Creature,c91131a8-b1dc-5aac-8aa4-43c9e6cc0865,69d23eb9-bc04-5366-94e6-9da048ff2886,
Territorial Witchstalker,12070c2e-4de6-46bc-b379-8a580dfb34c5,,,"arena, mtgo, paper",default,black,,G,,G,,,22806,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Defender,English,normal,,,,{1}{G},2,,,"Defender\nAt the beginning of combat on your turn, if you control a creature with power 4 or greater, Territorial Witchstalker gets +1/+0 until end of turn and can attack this turn as though it didn't have defender.",Creature â€” Wolf,,2,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Wolf,,"Defender\nAt the beginning of combat on your turn, if you control a creature with power 4 or greater, Territorial Witchstalker gets +1/+0 until end of turn and can attack this turn as though it didn't have defender.",3,Creature â€” Wolf,Creature,49be0d1e-699e-52ae-aa6f-b4324aa47fcb,,
Toadstool Admirer,6e76edce-99a8-4f87-95d0-e316c378fa8b,,,"arena, mtgo, paper",default,black,,G,,G,,,18184,0.05,,,,,"nonfoil, foil",,"Where an ouphe makes its home, the land blooms with color and joy.",,2015,,,,True,True,,,,,,,,,,,,,,Ward,English,normal,,,,{G},1,,,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\n{3}{G}: Put a +1/+1 counter on Toadstool Admirer.",Creature â€” Ouphe,,1,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Ouphe,,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\n{3}{G}: Put a +1/+1 counter on Toadstool Admirer.",1,Creature â€” Ouphe,Creature,c3f2a632-4f05-5bc3-b802-c94984146f52,,
Tough Cookie,1eced451-4da5-42bc-b49d-70c41246581f,,,"arena, mtgo, paper",default,black,,G,,G,,,7398,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Food,English,normal,,,,{1}{G},2,,,"When Tough Cookie enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\n{2}{G}: Target noncreature artifact you control becomes a 4/4 artifact creature until end of turn.\n{2}, {T}, Sac",Artifact Creature â€” Food Golem,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Food, Golem",,"When Tough Cookie enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\n{2}{G}: Target noncreature artifact you control becomes a 4/4 artifact creature until end of turn.\n{2}, {T}, Sac",2,Artifact Creature â€” Food Golem,"Artifact, Creature",a6c05b85-21b7-5981-82b7-3b3d0ce4397e,,
Troublemaker Ouphe,a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d,,,"arena, mtgo, paper",default,black,,G,,G,,,16084,0.12,,,,,"nonfoil, foil",,Heavy is the head that wears the vase.,,2015,,,,True,True,,,,,,,,,,,,,,Bargain,English,normal,,,,{1}{G},2,,,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)\nWhen Troublemaker Ouphe enters the battlefield, if it was bargained, exile target artifact or enchantment an opponent controls.",Creature â€” Ouphe,,2,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Ouphe,,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)\nWhen Troublemaker Ouphe enters the battlefield, if it was bargained, exile target artifact or enchantment an opponent controls.",2,Creature â€” Ouphe,Creature,e7a1c142-6fd2-5074-9103-19ad8dbc1b64,,
Up the Beanstalk,ce98f39c-7cdd-47e6-a520-6c50443bb4c2,,,"arena, mtgo, paper",default,black,,G,,G,,,4076,0.25,,,,,"nonfoil, foil",,"""It's not so bad. All you have to do is keep from looking down.""\nâ€”Troyan, to Kellan and Ruby",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,"When Up the Beanstalk enters the battlefield and whenever you cast a spell with mana value 5 or greater, draw a card.",Enchantment,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"When Up the Beanstalk enters the battlefield and whenever you cast a spell with mana value 5 or greater, draw a card.",,Enchantment,Enchantment,f62e346d-027a-5bd5-b6a8-62413c3b1ebc,,
Verdant Outrider,db356418-19f5-448f-b5a9-68b9afce3d72,,,"arena, mtgo, paper",default,black,,G,,G,,,23514,,,,,,"nonfoil, foil",,Some knights who survived the invasion have forsaken what remains of their courts. The newly formed Verdant Order has sworn to defend the last untouched parts of the wilds.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{G},3,,,{1}{G}: Verdant Outrider can't be blocked by creatures with power 2 or less this turn.,Creature â€” Human Knight,,4,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Knight",,{1}{G}: Verdant Outrider can't be blocked by creatures with power 2 or less this turn.,2,Creature â€” Human Knight,Creature,d0b8b82b-f467-52f1-aaa2-a6c29de1575f,,
Welcome to Sweettooth,0c37cdfe-5651-4ae6-a3c8-e7153509f970,,,"arena, mtgo, paper",default,black,,G,,G,,,9932,0.07,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Food,English,saga,,,,{1}{G},2,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)\nI â€” Create a 1/1 white Human creature token.\nII â€” Create a Food token.\nIII â€” Put X +1/+1 counters on target creature you control, where X is one plus the num",Enchantment â€” Saga,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Saga,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)\nI â€” Create a 1/1 white Human creature token.\nII â€” Create a Food token.\nIII â€” Put X +1/+1 counters on target creature you control, where X is one plus the num",,Enchantment â€” Saga,Enchantment,1fb17e72-43a0-58b4-828b-89170d1c0ebf,,
"Ash, Party Crasher",6ed7e669-579b-443d-b223-e5cbcb2a7483,,,"arena, mtgo, paper",default,black,,"R, W",,"R, W",,,14493,0.02,,,,,"nonfoil, foil",,"""Get up and dance! Let your feet thunder like forgehammers!""",legendary,2015,,,,True,True,,,,,,,,,,,,,,"Celebration, Haste",English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{R}{W},2,,,"Haste\nCelebration â€” Whenever Ash, Party Crasher attacks, if two or more nonland permanents entered the battlefield under your control this turn, put a +1/+1 counter on Ash.",Legendary Creature â€” Human Peasant,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Peasant",Legendary,"Haste\nCelebration â€” Whenever Ash, Party Crasher attacks, if two or more nonland permanents entered the battlefield under your control this turn, put a +1/+1 counter on Ash.",2,Legendary Creature â€” Human Peasant,Creature,e69e533d-5229-5ece-b011-d8b5329f3c8d,,
"Greta, Sweettooth Scourge",a1139fb8-41f5-4a9e-9a74-f662e1a23b35,,,"arena, mtgo, paper",default,black,,"B, G",,"B, G",,,8381,0.1,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,Food,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{B}{G},3,,,"When Greta, Sweettooth Scourge enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\n{G}, Sacrifice a Food: Put a +1/+1 counter on target creature. Activate only as a sorcery.\n{1}{B}, ",Legendary Creature â€” Human Warrior,,3,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Warrior",Legendary,"When Greta, Sweettooth Scourge enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\n{G}, Sacrifice a Food: Put a +1/+1 counter on target creature. Activate only as a sorcery.\n{1}{B}, ",3,Legendary Creature â€” Human Warrior,Creature,3d6c03e9-1530-5d2a-b96f-35ab4a98522c,,
"Johann, Apprentice Sorcerer",9872f5c0-274a-48ce-a9ad-6f0d5654e29c,,,"arena, mtgo, paper",default,black,,"R, U",,"R, U",,,13216,,,,,,"nonfoil, foil",,"""Okay. First I'll calm the elementals. Then I'll put out the fire. Then I'll unflood the basement. Then I'll do the chores *myself*.""",legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{2}{U}{R},4,,,"You may look at the top card of your library any time.\nOnce each turn, you may cast an instant or sorcery spell from the top of your library. (You still pay its costs. Timing rules still apply.)",Legendary Creature â€” Human Wizard,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Wizard",Legendary,"You may look at the top card of your library any time.\nOnce each turn, you may cast an instant or sorcery spell from the top of your library. (You still pay its costs. Timing rules still apply.)",5,Legendary Creature â€” Human Wizard,Creature,82e31be5-24c3-5267-a55e-171136daeef7,,
"Neva, Stalked by Nightmares",522af130-8db4-4b4b-950c-6e2b246339cf,,,"arena, mtgo, paper",default,black,,"B, W",,"B, W",,,9832,,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,"Menace, Scry",English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{2}{W}{B},4,,,"Menace\nWhen Neva, Stalked by Nightmares enters the battlefield, return target creature or enchantment card from your graveyard to your hand.\nWhenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Neva, t",Legendary Creature â€” Human Noble,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Noble",Legendary,"Menace\nWhen Neva, Stalked by Nightmares enters the battlefield, return target creature or enchantment card from your graveyard to your hand.\nWhenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Neva, t",2,Legendary Creature â€” Human Noble,Creature,4874fad0-0a3b-5d82-bc31-e81cff47ba00,,
"Obyra, Dreaming Duelist",6777be9f-5724-4fdb-b6a0-a83f63efa4ca,,,"arena, mtgo, paper",default,black,,"B, U",,"B, U",,,5957,0.38,,,,,"nonfoil, foil",,"Obyra sleepwalks through the wilds, hunting for worthy opponents.",legendary,2015,,,,True,True,,,,,,,,,,,,,,"Flash, Flying",English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{U}{B},2,,,"Flash\nFlying\nWhenever another Faerie enters the battlefield under your control, each opponent loses 1 life.",Legendary Creature â€” Faerie Warrior,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""ddfe3fb9-b57f-526c-ba3a-442e144",,"Faerie, Warrior",Legendary,"Flash\nFlying\nWhenever another Faerie enters the battlefield under your control, each opponent loses 1 life.",2,Legendary Creature â€” Faerie Warrior,Creature,a26a043a-87b0-5adf-9ce1-223ddadd24aa,,
"Ruby, Daring Tracker",2a9f3780-fcc8-4ec5-b403-ee1d1370d3b4,,,"arena, mtgo, paper",default,black,,"G, R",,"G, R",,,7581,0.13,,,,,"nonfoil, foil",,Neither the sharpest thorns nor the foulest beasts would stop her from finding her brother.,legendary,2015,,,,True,True,,,,,,,,,,,,,,Haste,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{R}{G},2,,,"Haste\nWhenever Ruby, Daring Tracker attacks while you control a creature with power 4 or greater, Ruby gets +2/+2 until end of turn.\n{T}: Add {R} or {G}.",Legendary Creature â€” Human Scout,,1,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Scout",Legendary,"Haste\nWhenever Ruby, Daring Tracker attacks while you control a creature with power 4 or greater, Ruby gets +2/+2 until end of turn.\n{T}: Add {R} or {G}.",2,Legendary Creature â€” Human Scout,Creature,b581278d-b7dc-56d4-a0a1-c050aadef29e,,
Sharae of Numbing Depths,6777be9f-5724-4fdb-b6a0-a83f63efa4ca,,,"arena, mtgo, paper",default,black,,"U, W",,"U, W",,,8408,0.25,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{2}{W}{U},4,,,"When Sharae of Numbing Depths enters the battlefield, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nWhenever you tap one or more untapped cre",Legendary Creature â€” Merfolk Wizard,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Merfolk, Wizard",Legendary,"When Sharae of Numbing Depths enters the battlefield, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nWhenever you tap one or more untapped cre",3,Legendary Creature â€” Merfolk Wizard,Creature,773b348f-4203-50b7-857a-26773a0a11b1,,
"Syr Armont, the Redeemer",9e6a55ae-be4d-4c23-a2a5-135737ffd879,,,"arena, mtgo, paper",default,black,,"G, W",,"G, W",,,15276,,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,Role token,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{3}{G}{W},5,,,"When Syr Armont, the Redeemer enters the battlefield, create a Monster Role token attached to another target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has trample.)\nEnchan",Legendary Creature â€” Human Knight,,4,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""63462fa8-3fe9-5f0b-a2e7-cea857c514b0"", ""86ab9007-922a-5f13-8ffa-aaa8b77",,"Human, Knight",Legendary,"When Syr Armont, the Redeemer enters the battlefield, create a Monster Role token attached to another target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has trample.)\nEnchan",4,Legendary Creature â€” Human Knight,Creature,53cfa3a2-180e-547f-a962-d57aa21c8f12,,
